23.333333333333332, 56.66666666666668, 10.0
32.58357817748448, 53.27281539724808, 50.64285627006374
79.0463642595347, 20.0, 20.953635740465295
41.76023375523343, 42.5130592569739, 42.53775601149322
54.5750440316645, 54.5750440316645, 54.5750440316645
32.60834591263739, 73.69051188556843, 26.309488114431574
45.89216527558146, 64.15287418091441, 47.17002836436257
53.83489782486881, 81.11683971138336, 46.16510217513119
16.666666666666668, 23.333333333333332, 18.37124756509611
44.1559634013965, 45.60776162341852, 28.24205607068138
